--------- beginning of main
01-05 17:54:03.420   245   245 I auditd  : type=1403 audit(0.0:2): policy loaded auid=4294967295 ses=4294967295
01-05 17:54:28.017  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 10034
01-05 17:54:28.017  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10034 is denied.
01-05 17:54:28.017  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 10034
01-05 17:54:28.017  1014  1014 V NetworkPolicy: updateRuleForRestrictBackgroundLocked(10015): isForeground=false, isBlacklisted=false, isWhitelisted=false, oldRule=0 (NONE), newRule=0 (NONE), newUidRules=0 (NONE), oldUidRules=0 (NONE)
01-05 17:54:28.017  1014  1014 V NetworkPolicy: updateRulesForNonMeteredNetworksLocked(10015), isIdle: false, mRestrictPower: false, mDeviceIdleMode: false, isForeground=false, isWhitelisted=false, oldRule=0 (NONE), newRule=0 (NONE), newUidRules=0 (NONE), oldUidRules=0 (NONE)
01-05 17:54:28.017  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10031 is denied.
01-05 17:54:28.018  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 10031
01-05 17:54:28.018  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10031 is denied.
01-05 17:54:28.018  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 10031
01-05 17:54:28.018  1014  1014 V NetworkPolicy: updateRuleForRestrictBackgroundLocked(10011): isForeground=false, isBlacklisted=false, isWhitelisted=false, oldRule=0 (NONE), newRule=0 (NONE), newUidRules=0 (NONE), oldUidRules=0 (NONE)
01-05 17:54:28.018  1014  1014 V NetworkPolicy: updateRulesForNonMeteredNetworksLocked(10011), isIdle: false, mRestrictPower: false, mDeviceIdleMode: false, isForeground=false, isWhitelisted=false, oldRule=0 (NONE), newRule=0 (NONE), newUidRules=0 (NONE), oldUidRules=0 (NONE)
01-05 17:54:28.018  1014  1014 V NetworkPolicy: updateRuleForRestrictBackgroundLocked(10002): isForeground=false, isBlacklisted=false, isWhitelisted=false, oldRule=0 (NONE), newRule=0 (NONE), newUidRules=0 (NONE), oldUidRules=0 (NONE)
01-05 17:54:28.018  1014  1014 V NetworkPolicy: updateRulesForNonMeteredNetworksLocked(10002), isIdle: false, mRestrictPower: false, mDeviceIdleMode: false, isForeground=false, isWhitelisted=false, oldRule=0 (NONE), newRule=0 (NONE), newUidRules=0 (NONE), oldUidRules=0 (NONE)
01-05 17:54:28.018  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 1000
01-05 17:54:28.018  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 1000
01-05 17:54:28.018  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 1000
01-05 17:54:28.018  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 1000
01-05 17:54:28.018  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 1000
01-05 17:54:28.018  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 1000
01-05 17:54:28.018  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 1001
01-05 17:54:28.018  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 1001
01-05 17:54:28.018  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10032 is denied.
01-05 17:54:28.018  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 10032
01-05 17:54:28.018  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10032 is denied.
01-05 17:54:28.018  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 10032
01-05 17:54:28.018  1014  1014 V NetworkPolicy: updateRuleForRestrictBackgroundLocked(10038): isForeground=false, isBlacklisted=false, isWhitelisted=false, oldRule=0 (NONE), newRule=0 (NONE), newUidRules=0 (NONE), oldUidRules=0 (NONE)
01-05 17:54:28.018  1014  1014 V NetworkPolicy: updateRulesForNonMeteredNetworksLocked(10038), isIdle: false, mRestrictPower: false, mDeviceIdleMode: false, isForeground=false, isWhitelisted=false, oldRule=0 (NONE), newRule=0 (NONE), newUidRules=0 (NONE), oldUidRules=0 (NONE)
01-05 17:54:28.018  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10024 is denied.
01-05 17:54:28.018  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 10024
01-05 17:54:28.018  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10024 is denied.
01-05 17:54:28.018  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 10024
01-05 17:54:28.018  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 1000
01-05 17:54:28.018  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 1000
01-05 17:54:28.019   481   481 D ACodec  : ~ACodec
01-05 17:54:28.019  1166  1304 D DrmManagerClient(Native): DrmManagerClient(): mUniqueId=[5314]
01-05 17:54:28.019   481   481 D ACodec  : Now uninitialized
01-05 17:54:28.020   481   481 I MediaPlayerService: MediaPlayerService::getOMX
01-05 17:54:28.020   476   476 D DrmMtkUtil/WhiteList: IsDrmTrustedClient: client[com.android.systemui], allowed access drm[1]
01-05 17:54:28.020   476   476 D DrmManager(Native): pid = 1166 
01-05 17:54:28.020   476   476 D DrmManager(Native): pid_str = 1166
01-05 17:54:28.020   476   476 D DrmCtaPlugIn: onOpenDecryptSession() [5314], fd = 9, offset = 0, length = 8308
01-05 17:54:28.020   476   476 E DrmCtaPlugIn: [ERROR]onOpenDecryptSession - The key is not set by user
01-05 17:54:28.020  1014  1014 V NetworkPolicy: updateRuleForRestrictBackgroundLocked(10042): isForeground=false, isBlacklisted=false, isWhitelisted=false, oldRule=0 (NONE), newRule=0 (NONE), newUidRules=0 (NONE), oldUidRules=0 (NONE)
01-05 17:54:28.020   481   481 I OMXClient: MuxOMX ctor
01-05 17:54:28.021  1014  1014 V NetworkPolicy: updateRulesForNonMeteredNetworksLocked(10042), isIdle: false, mRestrictPower: false, mDeviceIdleMode: false, isForeground=false, isWhitelisted=false, oldRule=0 (NONE), newRule=0 (NONE), newUidRules=0 (NONE), oldUidRules=0 (NONE)
01-05 17:54:28.021  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10027 is denied.
01-05 17:54:28.021  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 10027
01-05 17:54:28.021   421   550 I OMXMaster: makeComponentInstance(OMX.MTK.VIDEO.DECODER.HEVC) in mediacodec process
01-05 17:54:28.021  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10027 is denied.
01-05 17:54:28.021  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 10027
01-05 17:54:28.021   421   550 D MtkOmxCore: Mtk_OMX_GetHandle (OMX.MTK.VIDEO.DECODER.HEVC)
01-05 17:54:28.021   421   550 D MtkOmxCore: comp_index(0), path(libMtkOmxVdecEx.so) max_instance(12)
01-05 17:54:28.021  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10021 is denied.
01-05 17:54:28.021  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 10021
01-05 17:54:28.021  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10021 is denied.
01-05 17:54:28.021  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 10021
01-05 17:54:28.021  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10019 is denied.
01-05 17:54:28.021  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 10019
01-05 17:54:28.021  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10019 is denied.
01-05 17:54:28.021  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 10019
01-05 17:54:28.021  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 1001
01-05 17:54:28.021  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 1001
01-05 17:54:28.021  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 2000
01-05 17:54:28.021  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 2000
01-05 17:54:28.021  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 1000
01-05 17:54:28.021  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 1000
01-05 17:54:28.021  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10001 is denied.
01-05 17:54:28.021  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 10001
01-05 17:54:28.021  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10001 is denied.
01-05 17:54:28.021  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 10001
01-05 17:54:28.021  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10001 is denied.
01-05 17:54:28.021  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 10001
01-05 17:54:28.022   421   550 D MtkOmxVdecEx: [0xec537000] MtkOmxVdec::MtkOmxVdec this= 0xEC537000
01-05 17:54:28.022  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10001 is denied.
01-05 17:54:28.022  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 10001
01-05 17:54:28.022  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10007 is denied.
01-05 17:54:28.022  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 10007
01-05 17:54:28.022  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10007 is denied.
01-05 17:54:28.022   421   550 I VDO_LOG : [GetChipVerAPI][0] 321
01-05 17:54:28.022  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 10007
01-05 17:54:28.022  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 1000
01-05 17:54:28.022  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 1000
01-05 17:54:28.022  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10018 is denied.
01-05 17:54:28.022   421   550 I VDO_LOG : [GetChipVerAPI][1] 0
01-05 17:54:28.022  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 10018
01-05 17:54:28.022   421   550 I VDO_LOG : [VDEC_DRV_QUERY_TYPE_CHIP_NAME] VAL_CHIP_NAME_DENALI_1
01-05 17:54:28.022  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10018 is denied.
01-05 17:54:28.022  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 10018
01-05 17:54:28.022   421   550 D MtkOmxVdecEx: [0xec537000] OmxVdecLogEnable = 0, bOmxVdecPerfLogEnable = 1
01-05 17:54:28.022   421   550 D MtkOmxVdecEx: [0xec537000] [MtkOmxVdec]VAL_CHIP_NAME_DENALI_1
01-05 17:54:28.022  1014  1014 V NetworkPolicy: updateRuleForRestrictBackgroundLocked(10040): isForeground=false, isBlacklisted=false, isWhitelisted=false, oldRule=0 (NONE), newRule=0 (NONE), newUidRules=0 (NONE), oldUidRules=0 (NONE)
01-05 17:54:28.022   421   550 D MtkOmxVdecEx: [0xec537000] Build With MJC:0. Fake Engine(0)
01-05 17:54:28.022   421   550 D MtkOmxVdecEx: [0xec537000] keep orignal buffer count : 1
01-05 17:54:28.022   421   550 D MtkOmxVdecEx: [0xec537000] Adaptive Playback Enable!
01-05 17:54:28.022  1014  1014 V NetworkPolicy: updateRulesForNonMeteredNetworksLocked(10040), isIdle: false, mRestrictPower: false, mDeviceIdleMode: false, isForeground=false, isWhitelisted=false, oldRule=0 (NONE), newRule=0 (NONE), newUidRules=0 (NONE), oldUidRules=0 (NONE)
01-05 17:54:28.022   421   550 D MtkOmxVdecEx: [0xec537000] Priority Adjustment enabled (mPendingOutputThreshold=5)!!!
01-05 17:54:28.022   421   550 D MtkOmxVdecEx: [0xec537000] Priority Adjustment enabled (mTimeThreshold=133000)!!!
01-05 17:54:28.022  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 1000
01-05 17:54:28.022  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 1000
01-05 17:54:28.022   421   550 D MtkOmxMVAMgr: [0xec50aa78] Create ion MVA Map!
01-05 17:54:28.023   421   550 D MtkOmxMVAMgr: [0xec50aa28] Create ion MVA Map!
01-05 17:54:28.023   421   550 D MtkOmxVdecEx: [0xec537000] MtkOmxComponentCreate mCompHandle(0xEC537004)
01-05 17:54:28.023   421   550 D MtkOmxVdecEx: [0xec537000] MtkOmxVdec::ComponentInit (OMX.MTK.VIDEO.DECODER.HEVC)
01-05 17:54:28.023   421   550 I VDO_LOG : [ION][eVideoMemAlloc] mt_ion_open, val_public i4IonDevFd = 12 
01-05 17:54:28.023   421   550 I VDO_LOG : [ION][eVideoMemAlloc] pvMemVa = 0xed740000, pvAlignMemVa = 0xed740000, pvMemPa = 0x1200000, pvAlignMemPa = 0x1200000, MemSize = 848, ByteAlignment = 1
01-05 17:54:28.023   421   550 E VDO_LOG : u4StrideAlign 64, u4SliceHeightAlign 64 
01-05 17:54:28.023   421   550 I VDO_LOG : [GetChipVerAPI][0] 321
01-05 17:54:28.023   421   550 D MtkOmxVdecEx: [0xec537000] allocate mFrameBuf: 0xec549000 mOutputPortDef.nBufferCountActual:21 MAX_TOTAL_BUFFER_CNT:64 sizeof(FrmBufStruct):176
01-05 17:54:28.023   421   550 D MtkOmxVdecEx: [0xec537000] MtkOmxVdec 0xec537000: pipe : 14, 15
01-05 17:54:28.023  1014  1030 W PackageManager: checkUidPermission(): android.permission.INTERACT_ACROSS_USERS of 10031 is denied.
01-05 17:54:28.024  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10023 is denied.
01-05 17:54:28.024   421   550 D MtkOmxCore: MtkOmxCoreCpuControlThread created (0xEB5F9920)
01-05 17:54:28.024  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 10023
01-05 17:54:28.024   421   550 D MtkOmxCore: +++++ dump_inst_handle_pool +++++
01-05 17:54:28.024   421   550 D MtkOmxCore: gCoreCompInstance[0].comp_module=0x0xdc33e56f, comp_handle=0x0xec537004, comp_name=OMX.MTK.VIDEO.DECODER.HEVC
01-05 17:54:28.024   421   550 D MtkOmxCore: ----- dump_inst_handle_pool -----
01-05 17:54:28.024  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10023 is denied.
01-05 17:54:28.024  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 10023
01-05 17:54:28.024  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 1000
01-05 17:54:28.024  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 1000
01-05 17:54:28.024  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10041 is denied.
01-05 17:54:28.024  1014  1191 W PackageManager: checkUidPermission(): android.permission.INTERACT_ACROSS_USERS_FULL of 10031 is denied.
01-05 17:54:28.024  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 10041
01-05 17:54:28.024  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10041 is denied.
01-05 17:54:28.024  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 10041
01-05 17:54:28.024  1014  1014 V NetworkPolicy: updateRuleForRestrictBackgroundLocked(10043): isForeground=false, isBlacklisted=false, isWhitelisted=false, oldRule=0 (NONE), newRule=0 (NONE), newUidRules=0 (NONE), oldUidRules=0 (NONE)
01-05 17:54:28.024  1014  1014 V NetworkPolicy: updateRulesForNonMeteredNetworksLocked(10043), isIdle: false, mRestrictPower: false, mDeviceIdleMode: false, isForeground=false, isWhitelisted=false, oldRule=0 (NONE), newRule=0 (NONE), newUidRules=0 (NONE), oldUidRules=0 (NONE)
01-05 17:54:28.024  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10046 is denied.
01-05 17:54:28.024  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 10046
01-05 17:54:28.024  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10046 is denied.
01-05 17:54:28.024  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 10046
01-05 17:54:28.024  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 1002
01-05 17:54:28.025  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 1002
01-05 17:54:28.025  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10001 is denied.
01-05 17:54:28.025  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 10001
01-05 17:54:28.025  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10001 is denied.
01-05 17:54:28.025  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 10001
01-05 17:54:28.025   421   550 E VDO_LOG : u4StrideAlign 64, u4SliceHeightAlign 64 
01-05 17:54:28.025  1014  1014 V NetworkPolicy: updateRuleForRestrictBackgroundLocked(10025): isForeground=false, isBlacklisted=false, isWhitelisted=false, oldRule=0 (NONE), newRule=0 (NONE), newUidRules=0 (NONE), oldUidRules=0 (NONE)
01-05 17:54:28.025  1014  1014 V NetworkPolicy: updateRulesForNonMeteredNetworksLocked(10025), isIdle: false, mRestrictPower: false, mDeviceIdleMode: false, isForeground=false, isWhitelisted=false, oldRule=0 (NONE), newRule=0 (NONE), newUidRules=0 (NONE), oldUidRules=0 (NONE)
01-05 17:54:28.025  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10047 is denied.
01-05 17:54:28.025   421   550 I VDO_LOG : [GetChipVerAPI][0] 321
01-05 17:54:28.025  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 10047
01-05 17:54:28.025  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10047 is denied.
01-05 17:54:28.025   421   550 D MtkOmxVdecEx: [0xec537000] Supported nProfileIndex 0, eProfile 0x1, eLevel 0x1
01-05 17:54:28.025  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 10047
01-05 17:54:28.025  1014  1014 D NetworkPolicy: setRestrictBackgroundLocked(): false
01-05 17:54:28.025   421   421 E VDO_LOG : u4StrideAlign 64, u4SliceHeightAlign 64 
01-05 17:54:28.025  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10004 is denied.
01-05 17:54:28.026  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 10004
01-05 17:54:28.026   421   421 I VDO_LOG : [GetChipVerAPI][0] 321
01-05 17:54:28.026  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10004 is denied.
01-05 17:54:28.026  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 10004
01-05 17:54:28.026   421   421 D MtkOmxVdecEx: [0xec537000] Supported nProfileIndex 1, eProfile 0x1, eLevel 0x2
01-05 17:54:28.026  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 1000
01-05 17:54:28.026  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 1000
01-05 17:54:28.026  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 1001
01-05 17:54:28.026  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 1001
01-05 17:54:28.026  1014  1014 V NetworkPolicy: updateRuleForRestrictBackgroundLocked(10002): isForeground=false, isBlacklisted=false, isWhitelisted=false, oldRule=0 (NONE), newRule=0 (NONE), newUidRules=0 (NONE), oldUidRules=0 (NONE)
01-05 17:54:28.026  1014  1014 V NetworkPolicy: updateRulesForNonMeteredNetworksLocked(10002), isIdle: false, mRestrictPower: false, mDeviceIdleMode: false, isForeground=false, isWhitelisted=false, oldRule=0 (NONE), newRule=0 (NONE), newUidRules=0 (NONE), oldUidRules=0 (NONE)
01-05 17:54:28.026  1014  1014 V NetworkPolicy: updateRuleForRestrictBackgroundLocked(10006): isForeground=false, isBlacklisted=false, isWhitelisted=true, oldRule=0 (NONE), newRule=0 (NONE), newUidRules=0 (NONE), oldUidRules=0 (NONE)
01-05 17:54:28.026  1014  1014 V NetworkPolicy: updateRulesForNonMeteredNetworksLocked(10006), isIdle: false, mRestrictPower: false, mDeviceIdleMode: false, isForeground=false, isWhitelisted=true, oldRule=0 (NONE), newRule=0 (NONE), newUidRules=0 (NONE), oldUidRules=0 (NONE)
01-05 17:54:28.026  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10048 is denied.
01-05 17:54:28.026  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 10048
01-05 17:54:28.026  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10048 is denied.
01-05 17:54:28.026   421   550 E VDO_LOG : u4StrideAlign 64, u4SliceHeightAlign 64 
01-05 17:54:28.026  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 10048
01-05 17:54:28.026  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10020 is denied.
01-05 17:54:28.026  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 10020
01-05 17:54:28.026  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10020 is denied.
01-05 17:54:28.026   421   550 I VDO_LOG : [GetChipVerAPI][0] 321
01-05 17:54:28.026  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 10020
01-05 17:54:28.026  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 1000
01-05 17:54:28.027  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 1000
01-05 17:54:28.027  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10009 is denied.
01-05 17:54:28.027  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 10009
01-05 17:54:28.027  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10009 is denied.
01-05 17:54:28.027   421   550 D MtkOmxVdecEx: [0xec537000] Supported nProfileIndex 2, eProfile 0x1, eLevel 0x4
01-05 17:54:28.027   421  1307 D MtkOmxVdecEx: [0xec537000] MtkOmxVdecDecodeThread created pVdec=0xEC537000, tid=1307
01-05 17:54:28.027  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 10009
01-05 17:54:28.027  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 1001
01-05 17:54:28.027  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 1001
01-05 17:54:28.027  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 1000
01-05 17:54:28.027  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 1000
01-05 17:54:28.027  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10030 is denied.
01-05 17:54:28.027  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 10030
01-05 17:54:28.027  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10030 is denied.
01-05 17:54:28.027  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 10030
01-05 17:54:28.027  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 1001
01-05 17:54:28.027  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 1001
01-05 17:54:28.027  1014  1014 V NetworkPolicy: updateRuleForRestrictBackgroundLocked(10006): isForeground=false, isBlacklisted=false, isWhitelisted=true, oldRule=0 (NONE), newRule=0 (NONE), newUidRules=0 (NONE), oldUidRules=0 (NONE)
01-05 17:54:28.028  1014  1014 V NetworkPolicy: updateRulesForNonMeteredNetworksLocked(10006), isIdle: false, mRestrictPower: false, mDeviceIdleMode: false, isForeground=false, isWhitelisted=true, oldRule=0 (NONE), newRule=0 (NONE), newUidRules=0 (NONE), oldUidRules=0 (NONE)
01-05 17:54:28.028  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 1001
01-05 17:54:28.028  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 1001
01-05 17:54:28.028  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10045 is denied.
01-05 17:54:28.028  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 10045
01-05 17:54:28.028  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10045 is denied.
01-05 17:54:28.028  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 10045
01-05 17:54:28.028  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10001 is denied.
01-05 17:54:28.028  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 10001
01-05 17:54:28.028  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10001 is denied.
01-05 17:54:28.028  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 10001
01-05 17:54:28.028  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10005 is denied.
01-05 17:54:28.028  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 10005
01-05 17:54:28.028  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10005 is denied.
01-05 17:54:28.028  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 10005
01-05 17:54:28.028  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 1000
01-05 17:54:28.028  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 1000
01-05 17:54:28.028  1014  1014 V NetworkPolicy: updateRuleForRestrictBackgroundLocked(10006): isForeground=false, isBlacklisted=false, isWhitelisted=true, oldRule=0 (NONE), newRule=0 (NONE), newUidRules=0 (NONE), oldUidRules=0 (NONE)
01-05 17:54:28.028  1014  1014 V NetworkPolicy: updateRulesForNonMeteredNetworksLocked(10006), isIdle: false, mRestrictPower: false, mDeviceIdleMode: false, isForeground=false, isWhitelisted=true, oldRule=0 (NONE), newRule=0 (NONE), newUidRules=0 (NONE), oldUidRules=0 (NONE)
01-05 17:54:28.028  1014  1014 V NetworkPolicy: updateRuleForRestrictBackgroundLocked(10033): isForeground=false, isBlacklisted=false, isWhitelisted=false, oldRule=0 (NONE), newRule=0 (NONE), newUidRules=0 (NONE), oldUidRules=0 (NONE)
01-05 17:54:28.028  1014  1014 V NetworkPolicy: updateRulesForNonMeteredNetworksLocked(10033), isIdle: false, mRestrictPower: false, mDeviceIdleMode: false, isForeground=false, isWhitelisted=false, oldRule=0 (NONE), newRule=0 (NONE), newUidRules=0 (NONE), oldUidRules=0 (NONE)
01-05 17:54:28.028  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10026 is denied.
01-05 17:54:28.028  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 10026
01-05 17:54:28.028  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10026 is denied.
01-05 17:54:28.028  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 10026
01-05 17:54:28.029  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10003 is denied.
01-05 17:54:28.029   421   421 E VDO_LOG : u4StrideAlign 64, u4SliceHeightAlign 64 
01-05 17:54:28.029  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 10003
01-05 17:54:28.029  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10003 is denied.
01-05 17:54:28.029   421   421 I VDO_LOG : [GetChipVerAPI][0] 321
01-05 17:54:28.029  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 10003
01-05 17:54:28.029  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 1000
01-05 17:54:28.029   421   421 D MtkOmxVdecEx: [0xec537000] Supported nProfileIndex 3, eProfile 0x1, eLevel 0x8
01-05 17:54:28.029  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 1000
01-05 17:54:28.029  1014  1014 D NetworkPolicy: no need to update restrict data rules for uid 1000
01-05 17:54:28.030  1014  1014 D NetworkPolicy: no need to update restrict power rules for uid 1000
01-05 17:54:28.030   476   476 E DrmMtkUtil/DrmUtil: parseDcf: not dcf type, dcf version value [79]
01-05 17:54:28.030   476   476 E DrmMtkPlugIn: onOpenDecryptSession() : failed to parse dcf file.
01-05 17:54:28.030  1014  1014 W PackageManager: checkUidPermission(): android.permission.INTERNET of 10028 is denied.
